Data values,Data description,Year,Row,Column,Authority,Notes
64,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Direct spend (employee costs and running costs),Monmouthshire,
531,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Direct spend (employee costs and running costs),Total Unitary Authorities,
1,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Conwy,
21,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Flintshire,
6,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Wrexham,
11,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Carmarthenshire,
1,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Caerphilly,
9,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Monmouthshire,
1,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Cardiff,
50,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Central and departmental support services costs,Total Unitary Authorities,
0,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Gwynedd,
84,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Conwy,
21,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Flintshire,
34,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Wrexham,
201,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Carmarthenshire,
2,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Vale of Glamorgan,
0,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Merthyr Tydfil,
165,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Caerphilly,
73,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Monmouthshire,
1,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Cardiff,
581,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Gross expenditure,Total Unitary Authorities,
-67,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),"Income from sales, fees and charges",Conwy,
-67,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),"Income from sales, fees and charges",Total Unitary Authorities,
-67,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Total income,Conwy,
-67,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Total income,Total Unitary Authorities,
17,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Conwy,
21,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Flintshire,
34,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Wrexham,
201,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Carmarthenshire,
2,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Vale of Glamorgan,
165,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Caerphilly,
73,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Monmouthshire,
1,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Cardiff,
514,£ thousand,2002-03,Capital charges relating to construction projects (bridges and culverts),Net current expenditure,Total Unitary Authorities,
2944,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Isle of Anglesey,
4986,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Gwynedd,
1778,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Conwy,
1291,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Denbighshire,
2376,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Flintshire,
1826,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Wrexham,
4221.5,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Powys,
2367,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Ceredigion,
4935,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Pembrokeshire,
7156,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Carmarthenshire,
4043,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Swansea,
2323,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Neath Port Talbot,
1598,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Bridgend,
243,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Vale of Glamorgan,
2154.57,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Rhondda Cynon Taf,
502.79,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Merthyr Tydfil,
5302,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Caerphilly,
1576,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Blaenau Gwent,
413,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Torfaen,
956,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Monmouthshire,
1984,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Newport,
4161,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Cardiff,
59136.88,£ thousand,2002-03,Total structural maintenance,Direct spend (employee costs and running costs),Total Unitary Authorities,
199,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Isle of Anglesey,
283,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Gwynedd,
105,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Conwy,
140,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Denbighshire,
900,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Flintshire,
18,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Wrexham,
491,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Ceredigion,
271,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Pembrokeshire,
419,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Carmarthenshire,
45,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Swansea,
95,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Neath Port Talbot,
171,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Bridgend,
37,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Vale of Glamorgan,
2052.92,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Rhondda Cynon Taf,
163.31,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Merthyr Tydfil,
235,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Caerphilly,
279,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Blaenau Gwent,
56,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Torfaen,
175,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Monmouthshire,
46,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Newport,
1575,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Cardiff,
7756.24,£ thousand,2002-03,Total structural maintenance,Central and departmental support services costs,Total Unitary Authorities,
-90,£ thousand,2002-03,Total structural maintenance,Income from joint arrangements with other local authorities,Blaenau Gwent,
-90,£ thousand,2002-03,Total structural maintenance,Income from joint arrangements with other local authorities,Total Unitary Authorities,
3143,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Isle of Anglesey,
5269,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Gwynedd,
1883,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Conwy,
1431,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Denbighshire,
3276,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Flintshire,
1844,£ thousand,2002-03,Total structural maintenance,Gross expenditure,Wrexham,
